                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                 2.0714,                 1.4665,                 1.7231,                0.63109,                0.56431,                0.57336,                0.26239,                 1.9441,                 1.3164,                 1.6235,              0.0012773,              0.0012773,              0.0012773
                    148,                 2.0112,                 1.5713,                  1.798,                0.61943,                0.57821,                0.57206,                0.25903,                 1.9771,                 1.3199,                 1.6146,              0.0012724,              0.0012724,              0.0012724
                    149,                 2.1549,                 1.8204,                 1.8586,                0.59892,                0.56978,                0.57031,                0.26095,                 1.9869,                 1.3238,                 1.6137,              0.0012674,              0.0012674,              0.0012674
                    150,                 2.1671,                 1.7174,                 1.7408,                0.61975,                0.58362,                0.57989,                0.27111,                 1.9558,                 1.3306,                 1.6128,              0.0012624,              0.0012624,              0.0012624
                    151,                 2.0947,                 1.6132,                 1.8357,                0.63085,                0.57093,                 0.5901,                0.27144,                 2.0272,                 1.3344,                 1.6234,              0.0012575,              0.0012575,              0.0012575
                    152,                 2.1015,                 1.5752,                 1.7799,                0.60943,                 0.5921,                0.59227,                0.27738,                 1.9735,                 1.3384,                  1.599,              0.0012526,              0.0012526,              0.0012526
                    153,                 2.0269,                 1.4565,                 1.6477,                0.62793,                0.60669,                0.59983,                0.28646,                 1.8919,                 1.3311,                 1.5669,              0.0012476,              0.0012476,              0.0012476
                    154,                 2.1335,                 1.7749,                  1.716,                0.60178,                0.60323,                0.58355,                0.27473,                 1.9069,                 1.3427,                 1.5728,              0.0012426,              0.0012426,              0.0012426
                    155,                 2.1525,                  1.645,                 1.7459,                0.56011,                0.55017,                0.53684,                0.24509,                 1.9671,                 1.3823,                  1.593,              0.0012377,              0.0012377,              0.0012377
                    156,                 2.0051,                 1.5702,                  1.669,                0.60238,                0.55825,                0.57504,                0.26849,                 1.9074,                 1.3583,                 1.5602,              0.0012328,              0.0012328,              0.0012328
                    157,                 2.0054,                 1.5341,                 1.6865,                0.63798,                0.57439,                 0.5998,                 0.2878,                  1.872,                  1.324,                 1.5496,              0.0012278,              0.0012278,              0.0012278
                    158,                  1.982,                 1.6248,                 1.6844,                0.60824,                0.60784,                0.59384,                0.29252,                 1.8717,                 1.2969,                 1.5573,              0.0012228,              0.0012228,              0.0012228
                    159,                 2.0521,                  1.527,                 1.6318,                0.57179,                0.58478,                 0.5589,                0.27493,                 1.9018,                 1.3246,                 1.5842,              0.0012179,              0.0012179,              0.0012179
                    160,                 2.0814,                 1.5177,                 1.6421,                0.58088,                0.59516,                0.57219,                0.28741,                 1.8432,                 1.2973,                 1.5532,              0.0012129,              0.0012129,              0.0012129
                    161,                 2.0409,                 1.5675,                 1.8478,                0.58272,                0.58952,                0.57611,                0.28363,                 1.8741,                 1.3112,                 1.5513,               0.001208,               0.001208,               0.001208
                    162,                 2.0626,                 1.6229,                 1.8262,                0.59555,                0.56401,                0.57065,                0.26509,                 1.9571,                 1.3614,                 1.5732,               0.001203,               0.001203,               0.001203
                    163,                 2.1388,                 1.6354,                 1.7117,                0.58824,                 0.5388,                0.54447,                0.26023,                 1.8682,                 1.4193,                 1.5451,              0.0011981,              0.0011981,              0.0011981
                    164,                 2.0762,                 1.6521,                 1.7043,                0.55104,                0.54095,                0.52825,                0.25175,                 1.8167,                   1.41,                 1.5173,              0.0011932,              0.0011932,              0.0011932
                    165,                 1.9882,                 1.5824,                 1.7207,                0.57483,                0.56286,                0.55299,                0.25285,                 1.8151,                 1.3771,                 1.5019,              0.0011882,              0.0011882,              0.0011882
                    166,                 2.1887,                 1.5703,                 1.6334,                0.56822,                 0.5677,                0.53566,                0.23381,                 1.8508,                 1.3728,                 1.5161,              0.0011833,              0.0011833,              0.0011833
                    167,                 2.0531,                 1.5839,                 1.7243,                0.63229,                0.58247,                0.57509,                0.24187,                 1.8739,                 1.3547,                 1.5088,              0.0011783,              0.0011783,              0.0011783
                    168,                 2.2198,                 1.5937,                 1.6763,                0.63406,                0.57209,                0.59782,                0.26209,                 1.8887,                 1.3722,                 1.5107,              0.0011734,              0.0011734,              0.0011734
                    169,                 2.1893,                 1.5664,                 1.7464,                0.61719,                0.58593,                0.60327,                0.26898,                 1.9041,                 1.3599,                 1.5241,              0.0011684,              0.0011684,              0.0011684
                    170,                 1.9245,                 1.5199,                 1.7575,                0.62936,                0.60518,                0.61617,                0.27874,                 1.8717,                 1.3424,                 1.5234,              0.0011635,              0.0011635,              0.0011635
                    171,                 2.0188,                 1.5593,                 1.7707,                0.63139,                0.62514,                0.61613,                0.28208,                  1.857,                 1.3573,                 1.5459,              0.0011585,              0.0011585,              0.0011585
                    172,                 2.0312,                 1.4205,                 1.5785,                0.60227,                0.59862,                0.57531,                0.26982,                 1.8708,                 1.4073,                  1.547,              0.0011536,              0.0011536,              0.0011536
                    173,                 1.9128,                 1.4912,                 1.5955,                0.59065,                0.56286,                0.53815,                0.24344,                 1.9139,                 1.5424,                 1.5559,              0.0011486,              0.0011486,              0.0011486
                    174,                 2.0828,                 1.4393,                 1.6575,                0.59012,                0.56632,                0.54017,                0.24558,                 1.9156,                 1.5756,                 1.5369,              0.0011437,              0.0011437,              0.0011437
                    175,                 2.0837,                 1.5251,                 1.5589,                0.62109,                0.62053,                0.58806,                0.28629,                 1.8642,                 1.5011,                 1.5187,              0.0011387,              0.0011387,              0.0011387
                    176,                 1.9431,                 1.3743,                 1.5425,                0.62691,                 0.6113,                0.59718,                 0.2888,                 1.8735,                  1.479,                 1.5297,              0.0011337,              0.0011337,              0.0011337
                    177,                 2.0135,                 1.4161,                 1.6344,                0.64428,                0.62044,                0.60128,                0.29624,                 1.8584,                 1.4605,                 1.5192,              0.0011288,              0.0011288,              0.0011288
                    178,                  1.961,                  1.444,                 1.6184,                0.62607,                0.60253,                0.58779,                 0.2956,                 1.8365,                 1.4713,                 1.5008,              0.0011239,              0.0011239,              0.0011239
                    179,                 2.0892,                 1.4595,                 1.7177,                0.60667,                0.59862,                0.60027,                0.29435,                 1.8545,                 1.3787,                 1.4926,              0.0011189,              0.0011189,              0.0011189
                    180,                 1.9276,                 1.4148,                 1.6008,                0.62827,                0.59631,                 0.6044,                0.29498,                  1.828,                 1.3472,                 1.4825,               0.001114,               0.001114,               0.001114
                    181,                 1.9982,                 1.4191,                 1.6508,                0.60113,                0.60438,                0.58739,                0.28665,                 1.8034,                   1.35,                 1.4688,               0.001109,               0.001109,               0.001109
                    182,                  1.855,                  1.446,                 1.6223,                0.63106,                0.58396,                0.58379,                0.28545,                 1.7806,                 1.3397,                 1.4668,              0.0011041,              0.0011041,              0.0011041
                    183,                 1.9549,                 1.4148,                 1.5414,                0.64706,                0.61822,                0.63789,                0.33123,                 1.6903,                  1.245,                 1.4271,              0.0010991,              0.0010991,              0.0010991
                    184,                  1.745,                 1.3675,                 1.5751,                0.65176,                0.63091,                0.65324,                0.34863,                 1.6692,                 1.2106,                 1.4139,              0.0010941,              0.0010941,              0.0010941
                    185,                 1.9793,                 1.4007,                 1.6185,                0.65531,                0.62514,                0.65731,                0.34681,                 1.7035,                 1.1986,                 1.4268,              0.0010892,              0.0010892,              0.0010892
                    186,                 1.8084,                 1.4535,                 1.6643,                0.64941,                0.64309,                 0.6653,                0.34125,                 1.7389,                 1.1965,                 1.4424,              0.0010842,              0.0010842,              0.0010842
                    187,                  2.101,                  1.369,                 1.5009,                0.64886,                0.63206,                0.65885,                0.33566,                 1.7562,                 1.1887,                 1.4712,              0.0010793,              0.0010793,              0.0010793
                    188,                 1.8451,                 1.5285,                 1.6375,                0.62872,                 0.6211,                0.64995,                0.32622,                 1.7797,                 1.1984,                 1.4902,              0.0010743,              0.0010743,              0.0010743
                    189,                 1.9643,                 1.2414,                  1.441,                 0.6359,                0.62284,                0.64377,                0.31744,                 1.7942,                 1.2444,                 1.4908,              0.0010694,              0.0010694,              0.0010694
                    190,                 1.9251,                 1.3882,                 1.4843,                0.63459,                 0.6113,                 0.6363,                0.31061,                 1.8159,                 1.2972,                 1.4892,              0.0010645,              0.0010645,              0.0010645
                    191,                 1.8928,                  1.402,                 1.5667,                0.67289,                0.61938,                0.66905,                0.33638,                 1.7208,                 1.2256,                 1.4291,              0.0010595,              0.0010595,              0.0010595
                    192,                 1.7614,                 1.4531,                 1.4945,                0.63451,                0.69089,                0.70119,                0.35041,                 1.6985,                  1.164,                 1.4127,              0.0010545,              0.0010545,              0.0010545
                    193,                 1.9004,                 1.3354,                  1.521,                0.64495,                0.69768,                0.70915,                0.35967,                 1.6909,                 1.1336,                 1.4034,              0.0010496,              0.0010496,              0.0010496
                    194,                 1.9378,                 1.3932,                 1.5682,                0.65897,                0.68645,                0.69738,                0.36234,                 1.6738,                 1.1331,                 1.4019,              0.0010447,              0.0010447,              0.0010447
                    195,                 1.8691,                 1.4631,                  1.688,                0.68226,                0.65383,                0.68574,                0.36657,                  1.633,                 1.1487,                  1.393,              0.0010397,              0.0010397,              0.0010397
                    196,                 1.8214,                 1.3407,                 1.4621,                0.69119,                0.64281,                0.68785,                0.37017,                 1.6281,                 1.1531,                 1.3889,              0.0010347,              0.0010347,              0.0010347
                    197,                 1.7012,                 1.3166,                 1.5819,                0.68497,                0.64952,                0.69433,                0.37427,                 1.6388,                 1.1683,                 1.3939,              0.0010298,              0.0010298,              0.0010298
                    198,                 1.8612,                 1.2703,                 1.4805,                0.68279,                0.63783,                 0.6889,                0.36135,                 1.6804,                 1.1986,                 1.4093,              0.0010249,              0.0010249,              0.0010249
                    199,                 1.8386,                 1.4299,                 1.6609,                 0.6305,                0.62981,                0.64259,                0.30406,                 1.8875,                 1.3269,                 1.5021,              0.0010199,              0.0010199,              0.0010199
                    200,                 1.8984,                 1.3542,                 1.5488,                0.64807,                0.61171,                0.65276,                0.31078,                 1.8407,                 1.2868,                 1.4838,              0.0010149,              0.0010149,              0.0010149
                    201,                 1.8269,                 1.5137,                 1.7271,                0.64775,                0.62357,                0.65383,                0.32444,                 1.7208,                 1.2402,                 1.4287,                0.00101,                0.00101,                0.00101
                    202,                 1.8455,                 1.3543,                 1.4775,                 0.6537,                0.62486,                0.65989,                0.33478,                 1.6782,                 1.2174,                 1.4109,               0.001005,               0.001005,               0.001005
                    203,                 1.9345,                 1.5096,                 1.6082,                0.68299,                 0.6436,                0.68186,                0.35253,                 1.6694,                 1.1729,                 1.3971,              0.0010001,              0.0010001,              0.0010001
                    204,                 1.8473,                 1.3222,                  1.448,                0.65476,                0.65744,                0.68356,                0.35233,                 1.6736,                 1.1675,                 1.3918,             0.00099515,             0.00099515,             0.00099515
                    205,                 1.8686,                  1.323,                 1.4432,                0.66447,                0.67381,                0.70309,                0.35899,                 1.6799,                  1.163,                 1.3939,              0.0009902,              0.0009902,              0.0009902
                    206,                 1.9024,                 1.5159,                 1.5776,                0.68449,                0.66667,                0.71447,                0.36607,                 1.6861,                 1.1573,                 1.4045,             0.00098525,             0.00098525,             0.00098525
                    207,                 1.8927,                 1.2602,                 1.4305,                0.65786,                0.67128,                  0.709,                0.36754,                 1.6982,                 1.1436,                 1.4179,              0.0009803,              0.0009803,              0.0009803
                    208,                 1.7795,                 1.4581,                 1.6284,                0.66943,                0.69204,                0.71807,                 0.3843,                 1.6323,                 1.1322,                 1.3724,             0.00097535,             0.00097535,             0.00097535
                    209,                 1.8328,                 1.3181,                 1.5126,                0.66781,                0.69666,                0.71928,                0.38918,                 1.6168,                 1.1326,                 1.3616,              0.0009704,              0.0009704,              0.0009704
                    210,                 1.6982,                 1.2487,                 1.4799,                0.65581,                0.67128,                  0.707,                0.37321,                 1.6561,                 1.1432,                 1.3793,             0.00096545,             0.00096545,             0.00096545
                    211,                 1.9288,                  1.428,                  1.512,                0.61227,                0.63206,                0.64305,                0.31317,                 1.8001,                 1.2501,                 1.4589,              0.0009605,              0.0009605,              0.0009605
                    212,                 1.8144,                 1.3915,                 1.5682,                0.64838,                0.66357,                0.67695,                0.35346,                 1.6905,                 1.2089,                 1.4061,             0.00095555,             0.00095555,             0.00095555
                    213,                 1.9284,                 1.4973,                 1.7264,                0.71062,                0.65711,                0.70036,                 0.3727,                 1.6347,                 1.2054,                  1.379,              0.0009506,              0.0009506,              0.0009506
                    214,                 1.8433,                 1.3212,                 1.4571,                0.70121,                0.67128,                0.70148,                0.36633,                 1.6693,                 1.1738,                 1.3963,             0.00094565,             0.00094565,             0.00094565
                    215,                 1.7404,                 1.2628,                 1.4771,                0.64523,                0.67013,                0.67092,                0.35262,                 1.6764,                 1.1731,                  1.416,              0.0009407,              0.0009407,              0.0009407
                    216,                 1.9386,                 1.3993,                 1.6384,                0.64628,                0.65629,                0.67784,                0.34936,                 1.6659,                 1.1873,                 1.4101,             0.00093575,             0.00093575,             0.00093575
                    217,                 1.8003,                 1.3311,                 1.5503,                0.67322,                0.66436,                0.70149,                0.35277,                 1.6666,                 1.1695,                 1.4053,              0.0009308,              0.0009308,              0.0009308
                    218,                  1.711,                 1.3167,                 1.5234,                0.68433,                0.68051,                0.71681,                 0.3689,                 1.6317,                 1.0954,                  1.377,             0.00092585,             0.00092585,             0.00092585
                    219,                 1.7823,                 1.3262,                 1.5429,                0.70779,                 0.6677,                0.71225,                0.38816,                 1.5962,                  1.094,                  1.358,              0.0009209,              0.0009209,              0.0009209
                    220,                 1.6347,                 1.3158,                 1.4802,                 0.7057,                 0.6389,                0.70278,                0.38294,                 1.6155,                 1.1086,                 1.3715,             0.00091595,             0.00091595,             0.00091595
                    221,                 1.8216,                 1.4274,                 1.4741,                0.71091,                0.64387,                0.70276,                0.36861,                 1.6455,                 1.1098,                  1.391,               0.000911,               0.000911,               0.000911
                    222,                 1.6566,                 1.3265,                 1.6043,                 0.6787,                0.63668,                0.68372,                0.35377,                 1.6585,                 1.1209,                 1.3765,             0.00090605,             0.00090605,             0.00090605
                    223,                 1.8664,                  1.312,                 1.4191,                 0.6522,                0.65535,                0.68375,                0.35397,                 1.6228,                  1.145,                 1.3544,              0.0009011,              0.0009011,              0.0009011
                    224,                 1.7645,                 1.2997,                 1.4213,                 0.7004,                0.65744,                0.70706,                0.37405,                 1.5801,                 1.1323,                 1.3409,             0.00089615,             0.00089615,             0.00089615
                    225,                 1.7982,                 1.2552,                  1.471,                0.69643,                0.68858,                0.71697,                0.38457,                 1.5504,                   1.11,                 1.3378,              0.0008912,              0.0008912,              0.0008912
                    226,                 1.8324,                 1.2658,                  1.486,                0.71339,                0.67465,                0.73067,                0.38701,                 1.5628,                 1.1132,                  1.357,             0.00088625,             0.00088625,             0.00088625
                    227,                 1.7639,                 1.2953,                 1.5356,                0.72046,                0.69319,                0.75448,                0.39869,                 1.5883,                 1.1772,                 1.3683,              0.0008813,              0.0008813,              0.0008813
                    228,                 1.6886,                 1.1908,                 1.5191,                0.72365,                0.69896,                0.75534,                0.40496,                 1.5686,                 1.1053,                 1.3433,             0.00087635,             0.00087635,             0.00087635
                    229,                 1.7043,                 1.2086,                 1.4479,                0.73477,                0.68281,                0.75128,                 0.4009,                  1.545,                 1.0702,                 1.3188,              0.0008714,              0.0008714,              0.0008714
                    230,                 1.6819,                  1.403,                 1.6049,                0.72481,                0.66531,                0.72989,                0.38837,                 1.5577,                  1.149,                 1.3287,             0.00086645,             0.00086645,             0.00086645
                    231,                 1.6839,                 1.3982,                  1.527,                0.68322,                0.67705,                0.70563,                0.38379,                 1.5771,                  1.186,                 1.3319,              0.0008615,              0.0008615,              0.0008615
                    232,                 1.6993,                 1.2316,                 1.4735,                 0.6949,                0.68743,                 0.7271,                0.39656,                  1.566,                  1.119,                 1.3302,             0.00085655,             0.00085655,             0.00085655
                    233,                 1.8328,                 1.2363,                 1.4313,                 0.6909,                0.68627,                0.72994,                0.40198,                 1.5675,                 1.0877,                 1.3369,              0.0008516,              0.0008516,              0.0008516
                    234,                 1.6438,                 1.1959,                 1.4174,                0.68573,                0.70358,                0.73016,                0.39257,                 1.5868,                 1.0943,                 1.3419,             0.00084665,             0.00084665,             0.00084665
                    235,                 1.8558,                 1.3277,                 1.5005,                0.69652,                0.70679,                0.73111,                0.40029,                 1.5713,                 1.0978,                 1.3351,              0.0008417,              0.0008417,              0.0008417
                    236,                 1.7821,                 1.3348,                 1.5021,                0.69965,                0.69204,                0.73545,                0.40611,                 1.5324,                 1.0944,                 1.3167,             0.00083675,             0.00083675,             0.00083675
                    237,                 1.6823,                  1.268,                 1.3936,                0.67834,                0.68397,                0.71482,                0.39241,                 1.5385,                 1.1297,                 1.3174,              0.0008318,              0.0008318,              0.0008318
                    238,                 1.7238,                 1.2075,                 1.3417,                0.67718,                0.65283,                0.69683,                0.38065,                 1.5705,                 1.1945,                 1.3296,             0.00082685,             0.00082685,             0.00082685
                    239,                 1.6995,                 1.2489,                 1.3752,                0.66833,                0.67705,                0.69312,                0.37371,                 1.5747,                 1.2212,                  1.334,              0.0008219,              0.0008219,              0.0008219
                    240,                 1.8776,                 1.3523,                 1.4786,                0.69443,                0.68938,                0.71386,                0.38962,                 1.5558,                 1.1415,                 1.3268,             0.00081695,             0.00081695,             0.00081695
                    241,                 1.8432,                 1.2496,                 1.3822,                0.68083,                0.71396,                0.72797,                0.40224,                 1.5357,                 1.0793,                 1.3177,               0.000812,               0.000812,               0.000812
                    242,                 1.6246,                 1.1714,                 1.4186,                0.67533,                0.73413,                0.73173,                0.40966,                 1.5131,                 1.0575,                 1.3069,             0.00080705,             0.00080705,             0.00080705
                    243,                 1.5595,                 1.1903,                 1.3909,                0.65138,                0.69435,                0.72092,                0.40224,                 1.5128,                 1.0679,                 1.2916,              0.0008021,              0.0008021,              0.0008021
                    244,                  1.638,                 1.1737,                 1.3639,                0.67757,                0.67139,                0.70786,                0.40019,                 1.5087,                 1.0876,                 1.2873,             0.00079715,             0.00079715,             0.00079715
                    245,                 1.6334,                 1.2008,                 1.4181,                0.69792,                0.70588,                0.72853,                0.41314,                  1.503,                 1.0699,                 1.2871,              0.0007922,              0.0007922,              0.0007922
                    246,                  1.632,                 1.1867,                 1.3291,                0.71465,                 0.6955,                0.74349,                0.41883,                 1.5075,                  1.057,                 1.2943,             0.00078725,             0.00078725,             0.00078725
                    247,                 1.8369,                 1.2897,                 1.3727,                0.72117,                0.70819,                0.75016,                0.41208,                 1.5212,                 1.0763,                 1.2961,              0.0007823,              0.0007823,              0.0007823
                    248,                  1.541,                 1.5488,                 1.5175,                0.70167,                0.71888,                0.75041,                0.40435,                 1.5261,                 1.0871,                 1.2935,             0.00077735,             0.00077735,             0.00077735
                    249,                 1.6345,                 1.2033,                  1.408,                0.73541,                0.71626,                0.75522,                0.40392,                 1.5213,                 1.0716,                 1.2883,              0.0007724,              0.0007724,              0.0007724
                    250,                 1.6679,                  1.286,                  1.474,                0.73804,                0.70841,                0.75443,                0.40906,                 1.5065,                 1.0533,                 1.2845,             0.00076745,             0.00076745,             0.00076745
                    251,                  1.569,                 1.1557,                 1.3193,                0.74722,                0.71972,                0.76592,                0.42522,                 1.5105,                 1.0351,                 1.2842,              0.0007625,              0.0007625,              0.0007625
                    252,                 1.6229,                 1.1679,                 1.4317,                0.73052,                 0.7105,                0.75686,                0.42778,                 1.5212,                 1.0242,                 1.2878,             0.00075755,             0.00075755,             0.00075755
                    253,                 1.7665,                 1.2208,                 1.3904,                0.71926,                0.71806,                0.75473,                0.42695,                 1.5309,                 1.0066,                 1.2891,              0.0007526,              0.0007526,              0.0007526
                    254,                 1.8416,                 1.2334,                  1.397,                0.72189,                0.72318,                0.75727,                0.42912,                 1.5289,                0.99599,                 1.2859,             0.00074765,             0.00074765,             0.00074765
                    255,                  1.688,                 1.2075,                 1.4386,                0.76032,                0.72088,                0.78539,                0.45354,                 1.4762,                0.95823,                 1.2624,              0.0007427,              0.0007427,              0.0007427
                    256,                 1.6402,                 1.1702,                 1.3663,                0.72313,                0.73702,                0.78987,                0.45534,                 1.4702,                0.96038,                 1.2666,             0.00073775,             0.00073775,             0.00073775
                    257,                 1.4663,                 1.2014,                 1.3998,                 0.7587,                0.70717,                0.78984,                0.44505,                  1.485,                0.99236,                 1.2783,              0.0007328,              0.0007328,              0.0007328
                    258,                 1.7594,                 1.1762,                 1.3828,                0.76402,                0.69834,                0.78594,                0.42974,                 1.5079,                 1.0273,                 1.2974,             0.00072785,             0.00072785,             0.00072785
                    259,                 1.6732,                 1.2441,                 1.4596,                0.74355,                0.64245,                0.74301,                0.38332,                 1.6594,                 1.1835,                 1.3653,              0.0007229,              0.0007229,              0.0007229
                    260,                 1.8262,                 1.2505,                 1.4228,                0.73062,                 0.6782,                0.75183,                0.39138,                 1.6338,                  1.162,                 1.3535,             0.00071795,             0.00071795,             0.00071795
                    261,                 1.6733,                 1.2031,                 1.4517,                0.74292,                 0.7133,                0.77522,                0.41971,                 1.5567,                 1.0878,                 1.3188,               0.000713,               0.000713,               0.000713
                    262,                 1.6977,                 1.1854,                 1.3318,                0.75537,                0.70358,                0.77913,                0.43112,                 1.5007,                 1.0338,                 1.2936,             0.00070805,             0.00070805,             0.00070805
                    263,                  1.649,                 1.2508,                 1.4266,                0.75531,                0.68001,                0.76131,                0.42435,                 1.5144,                 1.0363,                 1.2907,              0.0007031,              0.0007031,              0.0007031
                    264,                 1.6578,                 1.2139,                 1.4364,                0.74278,                0.68397,                0.76356,                0.41701,                 1.5265,                 1.0312,                 1.2927,             0.00069815,             0.00069815,             0.00069815
                    265,                   1.72,                 1.1506,                 1.3376,                0.74923,                 0.6823,                  0.761,                0.41807,                 1.5243,                 1.0271,                 1.2928,              0.0006932,              0.0006932,              0.0006932
                    266,                 1.6494,                 1.1965,                 1.4314,                0.75316,                 0.6968,                0.77005,                0.42712,                 1.5139,                  1.018,                 1.2869,             0.00068825,             0.00068825,             0.00068825
                    267,                  1.704,                 1.1967,                 1.3971,                0.74293,                0.70668,                0.77683,                0.43944,                  1.498,                0.99976,                 1.2859,              0.0006833,              0.0006833,              0.0006833
                    268,                 1.6539,                 1.1546,                 1.4184,                0.75974,                 0.6955,                0.78378,                0.44169,                 1.5041,                0.99177,                  1.287,             0.00067835,             0.00067835,             0.00067835
                    269,                 1.7096,                  1.155,                 1.3559,                0.75223,                0.68984,                0.78019,                0.43839,                 1.5114,                0.98937,                 1.2865,              0.0006734,              0.0006734,              0.0006734
                    270,                 1.8125,                 1.1644,                 1.3646,                0.73979,                0.70358,                0.77733,                0.43233,                 1.5216,                0.99746,                 1.2864,             0.00066845,             0.00066845,             0.00066845
                    271,                 1.7126,                 1.2405,                 1.4205,                 0.7284,                0.72383,                0.77791,                0.42323,                 1.5285,                 1.0254,                 1.2876,              0.0006635,              0.0006635,              0.0006635
                    272,                 1.7312,                 1.2276,                 1.3767,                 0.7432,                0.72436,                 0.7818,                 0.4245,                 1.5316,                  1.024,                 1.2868,             0.00065855,             0.00065855,             0.00065855
                    273,                 1.4942,                 1.2339,                 1.4359,                0.72443,                0.72434,                0.78071,                0.42015,                 1.5394,                 1.0278,                 1.2805,              0.0006536,              0.0006536,              0.0006536
                    274,                 1.6847,                  1.103,                 1.3889,                0.71437,                0.73241,                0.78284,                0.42272,                 1.5397,                 1.0332,                 1.2766,             0.00064865,             0.00064865,             0.00064865
                    275,                 1.6303,                 1.1314,                 1.3409,                0.73124,                0.72179,                0.78031,                0.42741,                 1.5326,                 1.0148,                 1.2841,              0.0006437,              0.0006437,              0.0006437
                    276,                 1.5231,                 1.0854,                 1.3741,                0.73276,                0.69435,                0.76409,                  0.425,                 1.5305,                 1.0051,                 1.2888,             0.00063875,             0.00063875,             0.00063875
                    277,                 1.6928,                 1.1549,                 1.3263,                0.74387,                0.68335,                0.75452,                0.42603,                 1.5286,                  1.006,                 1.2879,              0.0006338,              0.0006338,              0.0006338
                    278,                 1.7884,                 1.2273,                 1.3902,                0.73069,                0.68166,                0.74984,                0.42659,                 1.5223,                0.99807,                 1.2762,             0.00062885,             0.00062885,             0.00062885
                    279,                 1.6322,                 1.1743,                   1.43,                0.70439,                0.73472,                0.77022,                0.43571,                 1.4914,                0.99466,                 1.2688,              0.0006239,              0.0006239,              0.0006239
                    280,                 1.6622,                 1.1568,                 1.4065,                0.72032,                0.73375,                0.77939,                0.43592,                  1.483,                0.99615,                 1.2718,             0.00061895,             0.00061895,             0.00061895
                    281,                 1.5823,                 1.1308,                 1.3665,                0.73528,                0.74324,                0.78236,                 0.4383,                   1.47,                0.98954,                 1.2694,               0.000614,               0.000614,               0.000614
                    282,                 1.6372,                 1.1319,                 1.3358,                0.74244,                0.74477,                0.78705,                 0.4389,                 1.4636,                0.99467,                 1.2667,             0.00060905,             0.00060905,             0.00060905
                    283,                 1.5776,                 1.1105,                 1.3137,                0.70729,                0.74625,                0.77278,                 0.4356,                 1.4555,                 1.0609,                 1.2574,              0.0006041,              0.0006041,              0.0006041
                    284,                  1.605,                 1.1265,                 1.3928,                0.73676,                0.73356,                0.78043,                0.44455,                 1.4351,                 1.0566,                 1.2422,             0.00059915,             0.00059915,             0.00059915
                    285,                 1.6747,                  1.202,                 1.3832,                0.73992,                0.73502,                0.79083,                0.45608,                 1.4174,                 1.0388,                 1.2342,              0.0005942,              0.0005942,              0.0005942
                    286,                 1.5326,                 1.0298,                 1.2808,                 0.7419,                0.76009,                0.80377,                0.46145,                 1.4125,                 1.0258,                 1.2341,             0.00058925,             0.00058925,             0.00058925
                    287,                 1.6859,                 1.1682,                  1.351,                0.74724,                0.76471,                0.80201,                0.44865,                 1.4439,                 1.0049,                 1.2543,              0.0005843,              0.0005843,              0.0005843
                    288,                 1.5825,                  1.048,                 1.2958,                0.72916,                0.76077,                0.79595,                0.45064,                 1.4263,                 1.0045,                 1.2508,             0.00057935,             0.00057935,             0.00057935
                    289,                 1.6213,                 1.1396,                 1.4189,                0.73528,                0.76009,                0.79314,                0.45228,                 1.4094,                 1.0065,                 1.2503,              0.0005744,              0.0005744,              0.0005744
                    290,                 1.6592,                 1.0908,                 1.2704,                0.73723,                  0.754,                0.79731,                0.45713,                 1.4121,                 1.0129,                 1.2561,             0.00056945,             0.00056945,             0.00056945
                    291,                 1.5263,                 1.0635,                 1.3189,                0.73166,                0.73278,                0.78323,                0.44247,                 1.4367,                 1.0319,                 1.2698,              0.0005645,              0.0005645,              0.0005645
                    292,                 1.6215,                 1.2008,                 1.3658,                0.74098,                0.73578,                0.78864,                0.44984,                 1.4253,                  1.009,                 1.2547,             0.00055955,             0.00055955,             0.00055955
                    293,                 1.5131,                 1.0999,                 1.2678,                 0.7511,                0.73587,                0.79243,                0.45967,                 1.4059,                0.98202,                 1.2379,              0.0005546,              0.0005546,              0.0005546
                    294,                 1.6367,                 1.1181,                 1.2801,                0.74687,                 0.7624,                0.80531,                0.47145,                 1.3938,                 0.9552,                 1.2284,             0.00054965,             0.00054965,             0.00054965
                    295,                 1.5676,                  1.086,                 1.2768,                0.74757,                0.76817,                0.80912,                0.46901,                 1.4165,                0.94706,                  1.235,              0.0005447,              0.0005447,              0.0005447
                    296,                 1.5944,                   1.08,                 1.3076,                0.74614,                0.76817,                0.80167,                0.46872,                 1.4158,                0.93798,                 1.2337,             0.00053975,             0.00053975,             0.00053975
                    297,                 1.5759,                 1.1411,                 1.4051,                0.75383,                0.77509,                0.80941,                0.46882,                 1.4124,                0.93407,                 1.2259,              0.0005348,              0.0005348,              0.0005348
                    298,                 1.6058,                 1.1047,                 1.3316,                0.75261,                0.77509,                 0.8061,                0.46392,                 1.4079,                0.94666,                 1.2179,             0.00052985,             0.00052985,             0.00052985
                    299,                 1.4354,                 1.1037,                  1.337,                0.72999,                0.76711,                0.80246,                0.46985,                 1.3966,                0.96842,                 1.2156,              0.0005249,              0.0005249,              0.0005249
