                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    265,                 1.7906,                 1.1956,                  1.357,                0.67153,                0.65167,                 0.6921,                0.34699,                 1.6478,                 1.1982,                 1.3671,              0.0014773,              0.0014773,              0.0014773
                    266,                 1.6702,                 1.2533,                 1.4311,                0.75296,                0.65744,                0.74109,                0.40092,                 1.5608,                 1.0874,                 1.3104,              0.0014753,              0.0014753,              0.0014753
                    267,                 1.6992,                 1.2852,                 1.4189,                0.71362,                0.71165,                0.76341,                0.40492,                 1.5802,                 1.0786,                 1.3139,              0.0014733,              0.0014733,              0.0014733
                    268,                 1.7513,                 1.2447,                 1.4725,                 0.7089,                0.69938,                0.76135,                0.39812,                 1.6036,                 1.0877,                 1.3254,              0.0014713,              0.0014713,              0.0014713
                    269,                 1.7572,                 1.2327,                 1.3655,                0.70294,                 0.7151,                0.76022,                0.40318,                 1.5811,                 1.0774,                 1.3167,              0.0014694,              0.0014694,              0.0014694
                    270,                 1.7855,                 1.2043,                 1.3587,                0.67779,                0.73587,                0.74708,                 0.4067,                 1.5418,                  1.065,                 1.2931,              0.0014674,              0.0014674,              0.0014674
                    271,                 1.6828,                 1.2299,                 1.4131,                 0.6757,                0.74856,                0.74723,                0.39902,                 1.5093,                 1.0876,                 1.2556,              0.0014654,              0.0014654,              0.0014654
                    272,                 1.7049,                 1.2596,                 1.3804,                0.68497,                0.74232,                0.75226,                 0.3965,                 1.5085,                 1.0839,                 1.2636,              0.0014634,              0.0014634,              0.0014634
                    273,                 1.5094,                 1.3467,                 1.4688,                  0.703,                0.73986,                0.75551,                0.39649,                 1.5162,                 1.0819,                 1.2801,              0.0014614,              0.0014614,              0.0014614
                    274,                 1.6225,                 1.1815,                 1.3723,                0.70781,                0.72644,                0.74976,                0.40097,                 1.5137,                 1.1045,                  1.281,              0.0014595,              0.0014595,              0.0014595
                    275,                 1.5851,                 1.1686,                 1.3541,                 0.7298,                0.71742,                0.74925,                0.39554,                  1.542,                 1.0957,                 1.2878,              0.0014575,              0.0014575,              0.0014575
                    276,                 1.5806,                 1.1667,                 1.4091,                 0.7398,                0.71742,                0.75871,                0.40919,                   1.52,                 1.0598,                 1.2788,              0.0014555,              0.0014555,              0.0014555
                    277,                 1.6903,                 1.1778,                 1.3215,                0.71865,                0.74244,                0.75815,                0.41535,                 1.5064,                 1.0469,                 1.2713,              0.0014535,              0.0014535,              0.0014535
                    278,                 1.8088,                 1.3185,                 1.3898,                0.71957,                 0.7399,                0.75527,                0.41101,                 1.5036,                 1.0464,                 1.2739,              0.0014515,              0.0014515,              0.0014515
                    279,                 1.6587,                  1.209,                 1.4666,                0.70878,                0.71165,                0.71981,                0.38357,                 1.5397,                 1.1106,                 1.2836,              0.0014496,              0.0014496,              0.0014496
                    280,                 1.6612,                 1.2086,                 1.4127,                0.70939,                0.73126,                0.74163,                 0.3971,                 1.5335,                 1.0718,                  1.288,              0.0014476,              0.0014476,              0.0014476
                    281,                  1.661,                 1.1955,                 1.4271,                 0.7035,                0.73241,                0.75263,                0.40858,                 1.5584,                 1.0492,                 1.3184,              0.0014456,              0.0014456,              0.0014456
                    282,                 1.6957,                 1.1964,                 1.3571,                0.71905,                  0.676,                0.72636,                0.39189,                  1.578,                 1.1845,                 1.3373,              0.0014436,              0.0014436,              0.0014436
                    283,                 1.6411,                 1.1834,                 1.3408,                0.68186,                0.66005,                0.69932,                0.36555,                 1.5713,                 1.5557,                 1.2981,              0.0014416,              0.0014416,              0.0014416
                    284,                 1.6688,                 1.2588,                 1.4144,                 0.6821,                0.71396,                0.73033,                0.38785,                 1.5267,                 1.4831,                 1.2702,              0.0014397,              0.0014397,              0.0014397
                    285,                 1.7268,                 1.3212,                 1.4138,                0.67642,                0.70887,                0.72858,                0.38789,                  1.494,                 1.3963,                 1.2558,              0.0014377,              0.0014377,              0.0014377
                    286,                 1.5979,                 1.1165,                  1.306,                0.66628,                0.74625,                0.72448,                0.38335,                 1.4699,                 1.3036,                 1.2506,              0.0014357,              0.0014357,              0.0014357
                    287,                 1.6952,                 1.2639,                 1.3469,                0.71283,                0.73294,                0.76658,                0.40125,                 1.5715,                 1.1322,                  1.311,              0.0014337,              0.0014337,              0.0014337
                    288,                  1.675,                 1.1418,                 1.3434,                0.69624,                 0.7191,                0.72324,                0.37963,                 1.6235,                 1.1369,                 1.3382,              0.0014317,              0.0014317,              0.0014317
                    289,                 1.7208,                 1.2748,                 1.4722,                0.67941,                0.68743,                0.69933,                0.37535,                 1.6009,                 1.1415,                 1.3252,              0.0014298,              0.0014298,              0.0014298
                    290,                 1.7082,                 1.1658,                 1.2782,                0.69914,                0.68051,                 0.7114,                0.38636,                 1.5494,                 1.1222,                 1.3021,              0.0014278,              0.0014278,              0.0014278
                    291,                 1.6544,                 1.1862,                 1.3861,                0.72875,                0.70034,                0.73917,                0.40209,                 1.5126,                 1.1193,                  1.265,              0.0014258,              0.0014258,              0.0014258
                    292,                 1.6927,                 1.3182,                 1.4241,                0.72498,                0.69324,                0.74291,                0.40456,                 1.4817,                  1.141,                 1.2468,              0.0014238,              0.0014238,              0.0014238
                    293,                 1.5897,                 1.2009,                 1.2857,                0.71315,                0.69204,                0.74413,                0.40863,                 1.4787,                 1.1505,                 1.2544,              0.0014218,              0.0014218,              0.0014218
                    294,                 1.6293,                 1.1686,                 1.2837,                0.70357,                0.67705,                0.72962,                0.39932,                 1.5027,                 1.1221,                 1.2633,              0.0014199,              0.0014199,              0.0014199
                    295,                  1.594,                  1.172,                 1.2871,                0.69541,                0.69666,                0.72309,                0.38385,                 1.5467,                 1.1095,                 1.2719,              0.0014179,              0.0014179,              0.0014179
                    296,                 1.6556,                 1.1895,                 1.3158,                0.70224,                0.72664,                0.73193,                0.39596,                 1.5235,                 1.0714,                 1.2645,              0.0014159,              0.0014159,              0.0014159
                    297,                 1.6157,                 1.2598,                 1.4372,                0.70526,                0.73688,                0.74317,                0.41213,                 1.4921,                 1.0515,                 1.2486,              0.0014139,              0.0014139,              0.0014139
                    298,                 1.6316,                 1.2018,                  1.338,                0.70811,                0.74149,                0.74721,                0.41855,                 1.4729,                 1.0419,                 1.2401,              0.0014119,              0.0014119,              0.0014119
                    299,                 1.5137,                 1.1548,                 1.3721,                0.70636,                0.73126,                0.73973,                0.39943,                 1.4804,                 1.1309,                 1.2579,                0.00141,                0.00141,                0.00141
                    300,                 1.5359,                 1.0835,                  1.303,                0.69867,                0.72088,                0.75232,                0.40172,                 1.5089,                 1.1181,                  1.273,               0.001408,               0.001408,               0.001408
                    301,                  1.753,                 1.1799,                 1.3109,                0.70097,                0.70837,                 0.7552,                0.40663,                 1.5283,                 1.0957,                 1.2745,               0.001406,               0.001406,               0.001406
                    302,                  1.596,                 1.1976,                 1.4119,                0.73883,                0.69204,                0.76694,                0.41671,                 1.5289,                 1.0625,                 1.2661,               0.001404,               0.001404,               0.001404
                    303,                 1.7476,                 1.2767,                 1.4578,                0.72757,                0.68397,                 0.7538,                0.41855,                 1.4897,                 1.0214,                  1.239,               0.001402,               0.001402,               0.001402
                    304,                 1.5985,                 1.1727,                 1.3311,                0.75648,                0.68281,                0.76268,                0.43252,                 1.4525,                 1.0029,                  1.222,              0.0014001,              0.0014001,              0.0014001
                    305,                 1.5526,                 1.1248,                 1.3603,                0.76559,                 0.6955,                0.77228,                0.43881,                 1.4649,                  1.012,                  1.236,              0.0013981,              0.0013981,              0.0013981
                    306,                 1.6075,                 1.1858,                  1.404,                 0.7618,                0.72549,                0.78405,                0.44175,                 1.4838,                 1.0169,                  1.266,              0.0013961,              0.0013961,              0.0013961
                    307,                 1.6495,                 1.1292,                 1.2727,                0.74778,                0.75916,                0.80132,                0.43551,                  1.536,                0.98771,                 1.3049,              0.0013941,              0.0013941,              0.0013941
                    308,                 1.6164,                 1.2047,                 1.3946,                0.76217,                0.75433,                 0.8137,                0.44244,                 1.5187,                0.98188,                  1.288,              0.0013921,              0.0013921,              0.0013921
                    309,                 1.6244,                 1.1897,                 1.4004,                0.78349,                0.74294,                0.81546,                0.44485,                 1.4863,                0.99728,                 1.2589,              0.0013902,              0.0013902,              0.0013902
                    310,                 1.6097,                 1.1511,                 1.3198,                0.77685,                0.72678,                0.80652,                0.44409,                 1.4459,                 1.0232,                 1.2213,              0.0013882,              0.0013882,              0.0013882
                    311,                 1.6022,                 1.1324,                 1.3485,                0.77714,                0.70388,                0.79018,                0.42821,                 1.5019,                 1.0393,                 1.2412,              0.0013862,              0.0013862,              0.0013862
                    312,                 1.5798,                 1.1735,                 1.3118,                0.75971,                0.70012,                  0.783,                0.43186,                 1.4887,                 1.0697,                 1.2468,              0.0013842,              0.0013842,              0.0013842
                    313,                 1.6785,                 1.2237,                 1.3342,                0.73266,                0.73126,                0.77019,                0.43406,                 1.4632,                 1.0525,                 1.2376,              0.0013822,              0.0013822,              0.0013822
                    314,                 1.5939,                 1.1218,                 1.3169,                0.73161,                0.75143,                0.78583,                0.45267,                 1.4359,                 1.0051,                 1.2203,              0.0013803,              0.0013803,              0.0013803
                    315,                 1.6161,                 1.1399,                 1.3858,                0.74822,                 0.7624,                  0.796,                0.44307,                  1.477,                 1.0188,                 1.2379,              0.0013783,              0.0013783,              0.0013783
                    316,                 1.5571,                  1.133,                  1.347,                0.76019,                0.75685,                0.79711,                0.43673,                 1.4792,                 1.0318,                 1.2443,              0.0013763,              0.0013763,              0.0013763
                    317,                 1.5071,                 1.1036,                 1.2766,                0.75985,                0.74447,                0.79465,                0.43791,                  1.485,                 1.0609,                 1.2571,              0.0013743,              0.0013743,              0.0013743
                    318,                 1.5746,                 1.0731,                  1.257,                0.74863,                0.75317,                0.80019,                0.43404,                 1.5214,                 1.0697,                 1.2775,              0.0013723,              0.0013723,              0.0013723
                    319,                 1.6456,                 1.2187,                 1.3613,                0.70449,                0.75663,                0.73778,                0.40106,                  1.503,                 1.1061,                 1.2743,              0.0013704,              0.0013704,              0.0013704
                    320,                 1.5543,                 1.0994,                  1.347,                0.71962,                0.73119,                0.77175,                0.42756,                 1.4776,                 1.0498,                 1.2548,              0.0013684,              0.0013684,              0.0013684
                    321,                 1.6757,                 1.1855,                 1.3576,                0.79037,                0.74797,                0.81671,                0.45776,                 1.4696,                 0.9728,                 1.2368,              0.0013664,              0.0013664,              0.0013664
                    322,                 1.6654,                 1.1163,                 1.3537,                0.76691,                0.77037,                0.81725,                0.46959,                 1.4565,                0.94118,                 1.2188,              0.0013644,              0.0013644,              0.0013644
                    323,                 1.4575,                 1.1633,                 1.3888,                0.74781,                 0.7797,                0.80385,                0.45756,                 1.4604,                0.94689,                 1.2328,              0.0013624,              0.0013624,              0.0013624
                    324,                 1.6392,                 1.0901,                 1.2694,                0.77939,                0.77855,                0.81195,                0.45887,                 1.4522,                0.94952,                 1.2325,              0.0013605,              0.0013605,              0.0013605
                    325,                 1.3468,                 1.2068,                  1.326,                0.79671,                0.75489,                0.81215,                0.45639,                 1.4475,                0.95952,                 1.2315,              0.0013585,              0.0013585,              0.0013585
                    326,                 1.6328,                 1.0775,                 1.2432,                0.80687,                0.72434,                0.80659,                0.44617,                 1.4436,                0.98435,                 1.2358,              0.0013565,              0.0013565,              0.0013565
                    327,                 1.6291,                 1.1101,                 1.2817,                0.78329,                0.73472,                 0.8118,                0.45477,                 1.4154,                0.97242,                 1.2247,              0.0013545,              0.0013545,              0.0013545
                    328,                 1.5994,                 1.1723,                 1.3697,                0.74517,                0.75779,                0.80519,                0.46035,                 1.4136,                0.96409,                 1.2229,              0.0013525,              0.0013525,              0.0013525
                    329,                 1.6137,                 1.0729,                 1.2524,                 0.7545,                0.73933,                0.80103,                 0.4634,                 1.4113,                 0.9977,                 1.2191,              0.0013506,              0.0013506,              0.0013506
                    330,                 1.5091,                 1.0914,                 1.3058,                0.73911,                 0.7624,                0.80152,                0.45872,                 1.4143,                 1.0237,                 1.2131,              0.0013486,              0.0013486,              0.0013486
                    331,                 1.5415,                 1.1169,                 1.3886,                0.74015,                0.78547,                0.79832,                0.45446,                 1.4098,                0.99133,                 1.2013,              0.0013466,              0.0013466,              0.0013466
                    332,                 1.5525,                 1.0453,                 1.2837,                0.75683,                  0.797,                0.81058,                0.46179,                 1.4228,                0.96239,                 1.1998,              0.0013446,              0.0013446,              0.0013446
                    333,                 1.4838,                 1.0752,                 1.2904,                0.77028,                0.80277,                0.82794,                0.46939,                 1.4458,                0.97008,                 1.2151,              0.0013426,              0.0013426,              0.0013426
                    334,                 1.6316,                 1.0391,                 1.3159,                0.77243,                0.79008,                0.83662,                0.46365,                  1.482,                0.99266,                 1.2461,              0.0013407,              0.0013407,              0.0013407
                    335,                 1.7081,                 1.0784,                 1.2299,                0.76298,                0.74856,                0.81361,                0.45975,                 1.4764,                 1.0167,                 1.2536,              0.0013387,              0.0013387,              0.0013387
                    336,                 1.6399,                 1.1134,                 1.2754,                0.79206,                0.76884,                 0.8235,                0.47209,                 1.4368,                0.95861,                  1.215,              0.0013367,              0.0013367,              0.0013367
                    337,                 1.6205,                 1.1228,                 1.2954,                0.79653,                0.79471,                0.83319,                 0.4876,                 1.4075,                0.90879,                 1.1927,              0.0013347,              0.0013347,              0.0013347
                    338,                 1.5485,                 1.1338,                 1.2935,                0.79109,                0.75998,                0.82686,                0.48435,                 1.4199,                0.95981,                 1.2067,              0.0013327,              0.0013327,              0.0013327
                    339,                  1.683,                 1.1358,                 1.3413,                0.73438,                0.71396,                0.76751,                0.44568,                 1.4297,                 1.0704,                 1.2329,              0.0013308,              0.0013308,              0.0013308
                    340,                 1.6299,                 1.0833,                 1.2736,                0.74628,                0.75202,                0.78155,                0.46449,                 1.3726,                0.97452,                 1.1986,              0.0013288,              0.0013288,              0.0013288
                    341,                 1.4682,                 1.0695,                 1.3539,                0.71793,                0.76355,                0.77944,                 0.4639,                 1.3558,                0.96095,                 1.1837,              0.0013268,              0.0013268,              0.0013268
                    342,                 1.3969,                 1.0889,                 1.3971,                0.68121,                0.76009,                0.76048,                0.45214,                 1.3572,                 1.0046,                 1.1857,              0.0013248,              0.0013248,              0.0013248
                    343,                 1.5056,                 1.0831,                 1.3314,                0.67992,                0.77176,                0.76454,                0.43724,                 1.4035,                  1.071,                 1.2094,              0.0013228,              0.0013228,              0.0013228
                    344,                 1.5072,                 1.0869,                 1.3009,                0.70734,                0.80564,                0.79371,                 0.4496,                 1.4168,                 1.0378,                 1.2058,              0.0013209,              0.0013209,              0.0013209
                    345,                 1.5531,                 1.0535,                 1.2428,                0.77943,                0.78547,                0.82025,                0.46461,                 1.4082,                0.97989,                 1.1949,              0.0013189,              0.0013189,              0.0013189
                    346,                 1.6052,                 1.0162,                 1.2367,                0.77744,                0.80507,                0.82228,                0.47254,                 1.3986,                0.94441,                 1.1844,              0.0013169,              0.0013169,              0.0013169
                    347,                 1.5589,                 1.1597,                 1.3671,                0.77677,                0.80277,                0.83071,                0.48527,                 1.3965,                  0.975,                 1.1852,              0.0013149,              0.0013149,              0.0013149
                    348,                 1.4609,                 1.0504,                  1.278,                0.79572,                0.77855,                0.83352,                0.48913,                 1.3728,                0.99619,                 1.1793,              0.0013129,              0.0013129,              0.0013129
                    349,                 1.4643,                 1.2848,                 1.4202,                0.77577,                 0.7582,                 0.8147,                0.46464,                 1.4006,                 1.0223,                 1.1842,               0.001311,               0.001311,               0.001311
                    350,                 1.5842,                 1.1105,                 1.2889,                0.74631,                0.75087,                0.79809,                0.44761,                 1.4184,                 1.0142,                 1.1908,               0.001309,               0.001309,               0.001309
                    351,                 1.4386,                 1.1387,                 1.4067,                0.79197,                0.74164,                0.81602,                0.46975,                 1.3862,                 1.0065,                 1.1921,               0.001307,               0.001307,               0.001307
                    352,                 1.4309,                 1.1085,                 1.3007,                0.76461,                0.77278,                0.81842,                0.47459,                 1.3863,                0.97719,                 1.1904,               0.001305,               0.001305,               0.001305
                    353,                 1.6029,                  1.163,                 1.3303,                0.75775,                0.78652,                0.81672,                0.47645,                 1.3801,                0.95407,                 1.1828,               0.001303,               0.001303,               0.001303
                    354,                 1.4064,                 1.0212,                 1.3275,                0.76402,                0.78419,                0.81835,                0.47639,                   1.37,                0.93171,                 1.1804,              0.0013011,              0.0013011,              0.0013011
                    355,                 1.6221,                 1.0777,                 1.2902,                0.78458,                0.78085,                0.82895,                0.46868,                  1.396,                0.96307,                 1.2004,              0.0012991,              0.0012991,              0.0012991
                    356,                 1.5612,                 1.0339,                 1.2167,                0.79215,                0.75607,                0.82853,                0.46646,                 1.4246,                0.99497,                 1.2157,              0.0012971,              0.0012971,              0.0012971
                    357,                 1.5831,                 1.2012,                 1.3047,                0.77554,                0.74625,                 0.8104,                0.45028,                  1.458,                 1.0284,                 1.2323,              0.0012951,              0.0012951,              0.0012951
                    358,                 1.6473,                 1.2186,                 1.3255,                0.75761,                0.75345,                0.80731,                0.44452,                 1.4614,                0.99926,                 1.2295,              0.0012931,              0.0012931,              0.0012931
                    359,                  1.603,                 1.1013,                 1.2877,                0.80242,                0.76355,                0.84037,                0.48841,                 1.3647,                0.89215,                 1.1829,              0.0012912,              0.0012912,              0.0012912
                    360,                 1.5981,                 1.1011,                 1.2789,                0.79347,                0.76355,                0.83637,                0.49132,                 1.3629,                0.89047,                  1.173,              0.0012892,              0.0012892,              0.0012892
                    361,                 1.4379,                 1.1085,                 1.2969,                0.76328,                0.76985,                0.81323,                0.47575,                 1.3944,                0.91534,                 1.1833,              0.0012872,              0.0012872,              0.0012872
                    362,                 1.6621,                  1.119,                 1.3282,                0.75631,                0.78038,                0.81509,                0.47347,                 1.3989,                0.91664,                 1.1884,              0.0012852,              0.0012852,              0.0012852
                    363,                 1.7001,                 1.0218,                 1.1539,                0.77053,                0.79585,                0.83971,                0.49305,                 1.3414,                0.92013,                 1.1573,              0.0012832,              0.0012832,              0.0012832
                    364,                 1.4885,                 1.0828,                 1.2963,                0.75904,                0.80392,                0.83881,                0.48806,                 1.3495,                0.95775,                 1.1526,              0.0012813,              0.0012813,              0.0012813
                    365,                 1.4473,                 1.0592,                 1.3165,                0.76007,                 0.8221,                  0.843,                 0.4949,                 1.3416,                 0.9798,                 1.1523,              0.0012793,              0.0012793,              0.0012793
                    366,                 1.4399,                 1.0997,                 1.3449,                0.75857,                0.81892,                0.84174,                0.49698,                 1.3511,                0.95588,                 1.1654,              0.0012773,              0.0012773,              0.0012773
                    367,                 1.5632,                 1.0743,                 1.3044,                0.75863,                0.79391,                0.81642,                0.45887,                 1.4679,                0.95255,                 1.2033,              0.0012753,              0.0012753,              0.0012753
                    368,                   1.61,                 1.0448,                 1.3109,                0.74987,                 0.7797,                0.81326,                0.46146,                 1.4293,                 0.9631,                 1.1807,              0.0012733,              0.0012733,              0.0012733
                    369,                 1.6119,                 1.1276,                 1.3043,                0.73741,                0.80161,                0.81109,                0.46777,                 1.3849,                0.98513,                 1.1721,              0.0012714,              0.0012714,              0.0012714
                    370,                 1.4041,                  1.025,                 1.2316,                0.75271,                0.80397,                0.81978,                0.46767,                 1.3745,                0.99463,                  1.182,              0.0012694,              0.0012694,              0.0012694
                    371,                 1.5865,                 1.1197,                 1.2795,                0.76293,                0.78318,                0.81524,                0.46294,                 1.4297,                0.99646,                 1.2151,              0.0012674,              0.0012674,              0.0012674
                    372,                 1.4578,                 1.0333,                 1.3344,                0.78334,                0.79123,                0.82716,                0.48062,                 1.3762,                0.94912,                 1.1793,              0.0012654,              0.0012654,              0.0012654
                    373,                   1.54,                 1.0057,                  1.219,                0.79198,                0.78201,                0.83814,                0.49877,                  1.324,                0.92111,                 1.1525,              0.0012634,              0.0012634,              0.0012634
                    374,                 1.4566,                 1.0728,                 1.2744,                0.80112,                0.77739,                0.84533,                0.50625,                 1.3016,                 0.9179,                 1.1423,              0.0012615,              0.0012615,              0.0012615
                    375,                 1.4964,                  1.001,                 1.2226,                0.78564,                0.78431,                0.83968,                0.50019,                 1.3311,                0.94368,                   1.15,              0.0012595,              0.0012595,              0.0012595
                    376,                  1.469,                0.99431,                 1.2213,                0.77601,                0.79815,                0.83907,                0.49788,                 1.3485,                0.94562,                 1.1579,              0.0012575,              0.0012575,              0.0012575
                    377,                 1.4322,                 1.0758,                 1.3655,                0.76803,                0.80507,                0.83667,                 0.4889,                 1.3809,                0.95275,                 1.1755,              0.0012555,              0.0012555,              0.0012555
                    378,                 1.4936,                 1.1305,                 1.3373,                0.78245,                0.77577,                0.83498,                0.48661,                 1.3883,                0.96101,                  1.182,              0.0012535,              0.0012535,              0.0012535
                    379,                 1.4328,                 1.0473,                 1.2761,                0.80076,                0.78431,                0.83744,                0.48975,                 1.3715,                0.91943,                 1.1676,              0.0012516,              0.0012516,              0.0012516
                    380,                 1.5698,                 1.0917,                 1.3421,                 0.7903,                0.79469,                 0.8454,                0.49152,                 1.3722,                0.89942,                 1.1673,              0.0012496,              0.0012496,              0.0012496
                    381,                 1.6095,                0.98342,                 1.2153,                0.79759,                0.79123,                0.84451,                0.49091,                 1.3764,                0.89773,                  1.178,              0.0012476,              0.0012476,              0.0012476
                    382,                 1.4931,                 1.0258,                 1.2385,                0.80832,                0.77822,                0.85113,                0.49598,                 1.3612,                0.88951,                 1.1816,              0.0012456,              0.0012456,              0.0012456
                    383,                 1.5465,                 1.1435,                 1.3559,                0.77971,                0.75933,                0.82347,                0.46968,                 1.4132,                0.92782,                  1.184,              0.0012436,              0.0012436,              0.0012436
                    384,                 1.4778,                 1.1434,                 1.3972,                0.79225,                0.74775,                0.83079,                0.47646,                 1.4041,                0.90556,                 1.1772,              0.0012417,              0.0012417,              0.0012417
                    385,                 1.4128,                 1.0327,                 1.3636,                0.81041,                0.74938,                0.83993,                 0.4921,                 1.3801,                0.89212,                 1.1861,              0.0012397,              0.0012397,              0.0012397
                    386,                 1.4803,                 1.0498,                 1.2172,                0.79426,                0.75663,                 0.8282,                0.48638,                 1.3826,                0.91177,                 1.2107,              0.0012377,              0.0012377,              0.0012377
                    387,                 1.4589,                 1.0804,                 1.2688,                0.71684,                0.74459,                 0.7691,                0.44679,                 1.4138,                0.95607,                 1.1877,              0.0012357,              0.0012357,              0.0012357
                    388,                 1.5258,                 1.0724,                 1.2955,                0.70368,                0.77515,                0.76265,                0.44074,                 1.4246,                0.96585,                 1.1833,              0.0012337,              0.0012337,              0.0012337
                    389,                 1.5728,                 1.0013,                 1.2073,                0.72752,                0.79585,                0.79316,                0.45616,                 1.4177,                0.97507,                 1.1926,              0.0012318,              0.0012318,              0.0012318
                    390,                 1.5646,                 1.0159,                 1.2606,                0.76527,                0.80277,                   0.82,                0.47198,                 1.4036,                 1.0027,                 1.2014,              0.0012298,              0.0012298,              0.0012298
                    391,                 1.3661,                 1.0393,                 1.2636,                0.77531,                  0.812,                0.84556,                0.47843,                  1.437,                 1.0039,                 1.2123,              0.0012278,              0.0012278,              0.0012278
                    392,                 1.4773,                 1.0143,                 1.2396,                0.78918,                 0.8031,                0.84399,                 0.4788,                 1.4223,                0.94101,                 1.2079,              0.0012258,              0.0012258,              0.0012258
                    393,                 1.4608,                0.97009,                 1.2181,                0.78357,                0.80738,                0.83828,                0.49181,                  1.373,                0.91475,                 1.1882,              0.0012238,              0.0012238,              0.0012238
                    394,                 1.4858,                 1.0137,                 1.2786,                0.77654,                0.80507,                0.84193,                0.50085,                 1.3363,                0.89722,                  1.171,              0.0012219,              0.0012219,              0.0012219
                    395,                 1.4568,                0.97829,                 1.2422,                0.79816,                0.80507,                0.85437,                0.51536,                  1.312,                0.87587,                 1.1353,              0.0012199,              0.0012199,              0.0012199
                    396,                 1.3944,                  1.009,                 1.2474,                 0.7792,                0.81813,                0.86073,                0.51404,                 1.3157,                0.87897,                 1.1293,              0.0012179,              0.0012179,              0.0012179
                    397,                 1.5681,                0.96194,                 1.1796,                0.78568,                0.81084,                0.85975,                0.51279,                 1.3217,                 0.9024,                 1.1316,              0.0012159,              0.0012159,              0.0012159
                    398,                 1.4612,                0.95987,                  1.212,                0.79096,                0.82045,                0.85991,                0.51753,                 1.3163,                0.90078,                 1.1294,              0.0012139,              0.0012139,              0.0012139
